age,marital_status,relationship,sex,capital_gain,capital_loss,hours_per_week,income,workclass_grouped,education_grouped,occupation_grouped
28,Divorced,Unmarried,Female,0,0,48,>50K,Private,Bachelors,Service
28,Never-married,Not-in-family,Female,0,1980,35,<=50K,Private,Bachelors,Support
31,Never-married,Own-child,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
38,Divorced,Unmarried,Female,0,0,38,<=50K,Private,Some College,White-Collar
17,Never-married,Own-child,Male,0,0,45,<=50K,Government,Dropout,Service
42,Married-civ-spouse,Husband,Male,0,0,58,<=50K,Private,Bachelors,Blue-Collar
21,Never-married,Own-child,Female,0,0,25,<=50K,Private,High School,Service
73,Widowed,Not-in-family,Male,0,0,24,<=50K,Self-Employed,High School,Blue-Collar
20,Never-married,Own-child,Female,0,0,40,<=50K,Private,Some College,White-Collar
23,Married-civ-spouse,Husband,Male,0,1573,40,<=50K,Private,High School,Blue-Collar
38,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
28,Married-civ-spouse,Wife,Female,0,0,18,<=50K,Private,Some College,Blue-Collar
19,Never-married,Own-child,Male,0,0,30,<=50K,Private,Some College,White-Collar
27,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Private,Some College,Blue-Collar
33,Married-civ-spouse,Husband,Male,0,0,60,>50K,Private,High School,Sales
47,Married-civ-spouse,Husband,Male,0,0,50,>50K,Private,High School,Sales
41,Married-civ-spouse,Husband,Male,0,0,62,<=50K,Self-Employed,High School,Sales
18,Never-married,Other-relative,Male,0,0,40,<=50K,Self-Employed,High School,Blue-Collar
56,Married-spouse-absent,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
61,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Some College,White-Collar
60,Married-civ-spouse,Husband,Male,0,0,25,<=50K,Private,High School,White-Collar
30,Never-married,Own-child,Male,0,0,45,<=50K,Private,Some College,Blue-Collar
44,Never-married,Not-in-family,Male,0,0,35,<=50K,Private,Bachelors,Support
39,Never-married,Own-child,Male,0,0,12,<=50K,Private,High School,Blue-Collar
46,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,White-Collar
28,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Some College,Service
46,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Support
20,Never-married,Unmarried,Female,0,0,40,<=50K,Private,Some College,Blue-Collar
29,Married-civ-spouse,Husband,Male,0,0,37,<=50K,Self-Employed,High School,Blue-Collar
70,Married-civ-spouse,Husband,Male,0,0,16,<=50K,Self-Employed,High School,White-Collar
29,Never-married,Own-child,Female,0,0,15,<=50K,Government,Bachelors,White-Collar
34,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
27,Divorced,Not-in-family,Female,0,0,12,<=50K,Private,Advanced,White-Collar
29,Married-civ-spouse,Wife,Female,0,0,10,>50K,Private,High School,White-Collar
29,Married-civ-spouse,Own-child,Female,0,0,40,<=50K,Government,Some College,White-Collar
44,Married-civ-spouse,Wife,Female,0,0,50,<=50K,Self-Employed,Some College,Service
42,Divorced,Not-in-family,Female,0,0,30,<=50K,Private,High School,Service
41,Married-civ-spouse,Husband,Male,0,2415,50,>50K,Private,Advanced,White-Collar
25,Divorced,Other-relative,Female,0,0,40,<=50K,Private,High School,White-Collar
52,Married-civ-spouse,Husband,Male,0,0,45,<=50K,Government,Some College,Support
32,Never-married,Not-in-family,Male,0,0,38,<=50K,Private,Bachelors,White-Collar
40,Divorced,Not-in-family,Male,0,0,60,<=50K,Private,Some College,Blue-Collar
32,Married-civ-spouse,Wife,Female,0,1485,40,>50K,Private,Some College,White-Collar
42,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
45,Married-civ-spouse,Husband,Male,0,0,35,<=50K,Private,Some College,Blue-Collar
36,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Some College,Blue-Collar
32,Married-civ-spouse,Husband,Male,0,0,44,<=50K,Private,Bachelors,White-Collar
23,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
20,Never-married,Not-in-family,Male,0,0,40,<=50K,Government,Some College,Support
61,Married-civ-spouse,Husband,Male,0,2002,38,<=50K,Private,High School,Blue-Collar
36,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
40,Married-spouse-absent,Not-in-family,Male,0,0,40,<=50K,Self-Employed,Bachelors,White-Collar
54,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Government,High School,Blue-Collar
45,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
38,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Bachelors,White-Collar
30,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
23,Never-married,Other-relative,Male,0,0,39,<=50K,Private,Dropout,Blue-Collar
51,Separated,Not-in-family,Male,0,0,6,<=50K,Private,High School,Service
36,Divorced,Unmarried,Female,0,0,35,<=50K,Private,Some College,White-Collar
36,Married-civ-spouse,Husband,Male,0,0,35,<=50K,Self-Employed,High School,Blue-Collar
44,Married-civ-spouse,Husband,Male,7688,0,45,>50K,Private,Some College,Blue-Collar
24,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Private,High School,Blue-Collar
20,Never-married,Own-child,Male,0,0,15,<=50K,Self-Employed,Some College,Blue-Collar
53,Divorced,Not-in-family,Male,8614,0,50,>50K,Self-Employed,Some College,Sales
54,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
38,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
42,Divorced,Unmarried,Female,0,0,50,<=50K,Private,Bachelors,Sales
47,Married-civ-spouse,Husband,Male,0,0,40,>50K,Self-Employed,Some College,Support
33,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Self-Employed,High School,White-Collar
17,Never-married,Own-child,Female,0,0,10,<=50K,Private,Dropout,Service
36,Married-civ-spouse,Husband,Male,0,0,33,<=50K,Private,High School,Blue-Collar
26,Never-married,Own-child,Male,0,0,40,<=50K,Government,High School,White-Collar
44,Never-married,Own-child,Female,0,0,37,<=50K,Private,Bachelors,White-Collar
31,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,Some College,Sales
56,Divorced,Not-in-family,Male,14084,0,60,>50K,Private,Some College,Sales
57,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Sales
43,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Advanced,White-Collar
32,Married-civ-spouse,Husband,Male,0,0,50,>50K,Self-Employed,Bachelors,Service
19,Never-married,Own-child,Female,0,0,30,<=50K,Private,Dropout,Service
60,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Advanced,Blue-Collar
39,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Some College,Sales
73,Divorced,Not-in-family,Female,0,0,40,<=50K,Self-Employed,Some College,White-Collar
36,Never-married,Not-in-family,Female,0,0,34,<=50K,Private,Dropout,Blue-Collar
19,Never-married,Own-child,Female,0,0,30,<=50K,Private,Some College,White-Collar
43,Never-married,Own-child,Female,0,0,40,<=50K,Government,High School,Service
23,Never-married,Own-child,Female,0,0,38,<=50K,Private,Bachelors,White-Collar
48,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Self-Employed,Some College,Blue-Collar
50,Married-civ-spouse,Wife,Female,0,0,40,>50K,Private,Bachelors,White-Collar
38,Married-civ-spouse,Wife,Female,5013,0,40,<=50K,Government,Some College,White-Collar
29,Married-civ-spouse,Wife,Female,3781,0,35,<=50K,Private,High School,Service
33,Married-civ-spouse,Wife,Female,0,0,40,<=50K,Private,Bachelors,Service
59,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
24,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
38,Never-married,Not-in-family,Male,0,0,50,<=50K,Self-Employed,High School,White-Collar
53,Married-civ-spouse,Husband,Male,0,0,42,>50K,Private,High School,White-Collar
39,Divorced,Unmarried,Male,0,0,50,<=50K,Private,High School,Blue-Collar
41,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
40,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Some College,White-Collar
46,Divorced,Unmarried,Female,0,0,43,<=50K,Government,Bachelors,White-Collar
30,Divorced,Not-in-family,Male,10520,0,50,>50K,Private,Advanced,White-Collar
24,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,Support
37,Never-married,Not-in-family,Male,0,0,50,<=50K,Self-Employed,Some College,Blue-Collar
48,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Self-Employed,Bachelors,Blue-Collar
50,Married-civ-spouse,Husband,Male,0,0,60,>50K,Private,Advanced,White-Collar
54,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,High School,White-Collar
46,Divorced,Not-in-family,Male,0,0,25,<=50K,Private,Dropout,Service
34,Separated,Unmarried,Female,0,0,40,<=50K,Private,Some College,Support
30,Married-civ-spouse,Husband,Male,2407,0,40,<=50K,Private,Bachelors,Sales
53,Divorced,Not-in-family,Female,0,0,38,<=50K,Private,High School,Service
19,Never-married,Other-relative,Female,0,0,40,<=50K,Private,High School,White-Collar
23,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,High School,White-Collar
41,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
25,Married-civ-spouse,Husband,Male,0,0,48,<=50K,Private,High School,Blue-Collar
17,Never-married,Own-child,Male,0,0,20,<=50K,Private,Dropout,Blue-Collar
32,Never-married,Not-in-family,Male,0,0,38,<=50K,Government,Some College,White-Collar
68,Married-civ-spouse,Husband,Male,0,0,23,<=50K,Unemployed,High School,Blue-Collar
40,Married-civ-spouse,Wife,Female,0,1628,45,<=50K,Private,High School,Blue-Collar
26,Never-married,Not-in-family,Female,0,0,40,<=50K,Government,High School,White-Collar
23,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,High School,White-Collar
63,Never-married,Not-in-family,Female,0,0,21,<=50K,Government,Bachelors,White-Collar
40,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Self-Employed,High School,White-Collar
42,Married-civ-spouse,Husband,Male,5178,0,50,>50K,Private,High School,Sales
27,Never-married,Own-child,Male,0,0,30,<=50K,Private,Dropout,Service
53,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
20,Never-married,Own-child,Female,0,0,35,<=50K,Private,Some College,White-Collar
33,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Self-Employed,High School,Blue-Collar
28,Never-married,Own-child,Female,0,0,38,<=50K,Private,Some College,Support
67,Divorced,Not-in-family,Male,0,0,20,<=50K,Government,High School,Service
52,Married-civ-spouse,Husband,Male,0,2377,40,<=50K,Private,High School,Sales
34,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
27,Never-married,Own-child,Female,0,0,40,<=50K,Private,High School,Blue-Collar
56,Married-spouse-absent,Not-in-family,Male,0,0,70,<=50K,Self-Employed,High School,White-Collar
64,Married-civ-spouse,Husband,Male,2105,0,40,<=50K,Private,Dropout,Blue-Collar
52,Widowed,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
54,Married-civ-spouse,Husband,Male,0,0,70,<=50K,Self-Employed,High School,Sales
31,Never-married,Not-in-family,Male,0,0,45,<=50K,Self-Employed,High School,Blue-Collar
28,Never-married,Own-child,Male,0,0,40,<=50K,Private,Dropout,White-Collar
64,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Self-Employed,High School,Blue-Collar
33,Separated,Not-in-family,Male,0,0,40,<=50K,Private,High School,Support
57,Widowed,Unmarried,Female,0,0,45,<=50K,Private,High School,White-Collar
20,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,White-Collar
40,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Some College,Blue-Collar
30,Never-married,Own-child,Female,0,0,40,<=50K,Private,High School,White-Collar
56,Divorced,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
28,Never-married,Other-relative,Male,0,0,40,<=50K,Private,Dropout,Service
17,Never-married,Own-child,Male,0,0,24,<=50K,Private,Dropout,Service
31,Never-married,Own-child,Female,0,0,36,<=50K,Private,High School,White-Collar
51,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Some College,White-Collar
20,Never-married,Not-in-family,Female,0,0,35,<=50K,Private,Some College,White-Collar
42,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
58,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Self-Employed,High School,Blue-Collar
58,Divorced,Unmarried,Female,0,0,45,<=50K,Private,High School,White-Collar
26,Never-married,Own-child,Female,0,0,40,<=50K,Private,High School,Blue-Collar
48,Separated,Not-in-family,Female,0,0,20,<=50K,Private,Dropout,Service
24,Never-married,Other-relative,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
69,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Self-Employed,High School,Blue-Collar
32,Married-civ-spouse,Husband,Male,0,0,55,<=50K,Private,High School,Blue-Collar
36,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
60,Married-civ-spouse,Husband,Male,0,1977,44,>50K,Self-Employed,Dropout,White-Collar
65,Widowed,Not-in-family,Female,0,0,22,<=50K,Private,Some College,Sales
29,Never-married,Not-in-family,Male,0,1564,40,>50K,Private,Bachelors,Sales
45,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Sales
22,Never-married,Own-child,Female,0,0,20,<=50K,Private,Some College,White-Collar
59,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,High School,White-Collar
68,Widowed,Not-in-family,Male,0,1668,20,<=50K,Government,High School,Service
59,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,High School,Blue-Collar
35,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,Bachelors,White-Collar
19,Never-married,Own-child,Female,594,0,15,<=50K,Private,Dropout,White-Collar
45,Divorced,Unmarried,Male,0,0,47,<=50K,Government,Some College,White-Collar
46,Divorced,Not-in-family,Female,0,0,80,<=50K,Private,High School,White-Collar
59,Married-civ-spouse,Husband,Male,0,0,45,>50K,Private,Dropout,Blue-Collar
24,Never-married,Not-in-family,Female,0,0,17,<=50K,Private,Some College,White-Collar
30,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
41,Married-civ-spouse,Husband,Male,4386,0,50,>50K,Private,Bachelors,White-Collar
24,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,White-Collar
22,Never-married,Own-child,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar
33,Married-civ-spouse,Husband,Male,0,0,40,>50K,Private,Some College,White-Collar
63,Divorced,Not-in-family,Female,0,0,20,<=50K,Private,Some College,Service
26,Separated,Unmarried,Female,0,0,20,<=50K,Private,Dropout,Service
18,Never-married,Other-relative,Male,0,0,25,<=50K,Private,High School,Sales
27,Married-civ-spouse,Husband,Male,2580,0,45,<=50K,Private,High School,White-Collar
20,Never-married,Own-child,Female,0,0,30,<=50K,Private,Some College,Service
65,Divorced,Other-relative,Female,1848,0,50,<=50K,Private,High School,White-Collar
65,Married-civ-spouse,Husband,Male,0,0,15,<=50K,Private,Some College,White-Collar
24,Never-married,Own-child,Male,0,0,40,<=50K,Private,Bachelors,Blue-Collar
31,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
47,Separated,Not-in-family,Male,0,0,44,<=50K,Private,High School,Blue-Collar
30,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
17,Never-married,Own-child,Male,0,0,15,<=50K,Private,Dropout,Service
20,Never-married,Own-child,Male,0,0,40,<=50K,Private,Some College,Blue-Collar
60,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Service
43,Separated,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
51,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
43,Married-civ-spouse,Husband,Male,0,0,50,<=50K,Self-Employed,Some College,Blue-Collar
53,Married-civ-spouse,Husband,Male,15024,0,40,>50K,Private,Some College,White-Collar
32,Divorced,Not-in-family,Male,0,0,16,<=50K,Private,Some College,Blue-Collar
65,Divorced,Not-in-family,Female,0,0,40,<=50K,Private,Some College,White-Collar
45,Divorced,Not-in-family,Female,0,0,38,<=50K,Private,Dropout,Service
41,Married-civ-spouse,Husband,Male,0,1887,70,>50K,Self-Employed,High School,White-Collar
25,Divorced,Unmarried,Female,0,0,37,<=50K,Private,High School,Sales
45,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Some College,White-Collar
29,Married-civ-spouse,Husband,Male,0,0,65,<=50K,Private,High School,Blue-Collar
20,Never-married,Own-child,Female,0,0,18,<=50K,Government,Some College,White-Collar
35,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
41,Married-civ-spouse,Own-child,Male,0,0,40,>50K,Private,Some College,White-Collar
36,Married-civ-spouse,Husband,Male,7298,0,36,>50K,Private,Bachelors,Service
38,Never-married,Not-in-family,Female,0,0,35,<=50K,Private,High School,White-Collar
37,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
28,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Some College,White-Collar
49,Widowed,Not-in-family,Female,0,0,40,<=50K,Government,High School,White-Collar
44,Married-civ-spouse,Husband,Male,0,0,35,>50K,Private,High School,Sales
43,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,High School,Blue-Collar
48,Married-civ-spouse,Husband,Male,99999,0,40,>50K,Private,Bachelors,Blue-Collar
17,Never-married,Own-child,Female,0,0,12,<=50K,Private,Dropout,Service
27,Never-married,Not-in-family,Female,4865,0,36,<=50K,Private,Bachelors,White-Collar
55,Divorced,Unmarried,Female,0,0,30,<=50K,Private,Dropout,Service
39,Married-civ-spouse,Husband,Male,0,0,60,<=50K,Self-Employed,Some College,Blue-Collar
28,Never-married,Not-in-family,Male,0,0,40,<=50K,Private,Bachelors,Sales
34,Married-civ-spouse,Husband,Male,0,1848,50,>50K,Private,High School,Blue-Collar
24,Never-married,Own-child,Male,0,0,40,<=50K,Government,High School,Military
36,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
60,Widowed,Not-in-family,Female,0,0,40,<=50K,Private,Some College,Service
41,Divorced,Not-in-family,Female,0,0,99,<=50K,Private,Bachelors,Service
39,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
59,Widowed,Not-in-family,Female,0,0,40,<=50K,Government,High School,White-Collar
26,Never-married,Not-in-family,Female,0,0,40,<=50K,Government,Bachelors,White-Collar
40,Never-married,Unmarried,Female,0,0,40,<=50K,Government,High School,White-Collar
52,Married-civ-spouse,Husband,Male,0,0,40,>50K,Government,Some College,Sales
36,Divorced,Not-in-family,Male,8614,0,45,>50K,Private,High School,Blue-Collar
42,Divorced,Unmarried,Female,0,0,40,<=50K,Private,Bachelors,White-Collar
42,Divorced,Own-child,Female,0,0,40,<=50K,Private,High School,White-Collar
18,Never-married,Own-child,Male,0,0,20,<=50K,Private,High School,Sales
44,Separated,Unmarried,Female,0,0,48,<=50K,Private,Advanced,Sales
47,Married-civ-spouse,Wife,Female,0,0,40,>50K,Government,Advanced,White-Collar
43,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Private,High School,Blue-Collar
38,Divorced,Not-in-family,Male,0,0,40,<=50K,Private,Dropout,Blue-Collar
53,Married-civ-spouse,Husband,Male,0,1740,40,<=50K,Private,Bachelors,Blue-Collar
20,Never-married,Own-child,Male,0,0,40,<=50K,Private,High School,Blue-Collar
49,Married-civ-spouse,Husband,Male,0,0,40,<=50K,Self-Employed,Some College,Blue-Collar
33,Never-married,Not-in-family,Female,0,0,40,<=50K,Private,Bachelors,Sales
26,Never-married,Own-child,Male,0,0,40,<=50K,Government,Bachelors,White-Collar
